Name,Name,Key,Style,Style_Key,Brewery,Description,ABV,Ave_Rating,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,Brewery_ID,Brewery_Name,Avg_Review_Overall,Avg_Review_Aroma,Avg_Review_Appearance,Avg_Review_Palate,Avg_Review_Taste,Beer_ID
Oud Beersel Oude Geuze Vieille,Oud Beersel Oude Geuze Vieille,5228,Lambic - Gueuze,120,Brouwerij Oud Beersel,Notes:,6.0,4.08,41,38,16,12,64,183,0,87,21,7,14,828,Brouwerij Oud Beersel,4.042553191489362,4.057750759878419,4.066869300911854,4.007598784194529,3.987841945288754,2595
Oud Beersel Oude Kriek Vieille,Oud Beersel Oude Kriek Vieille,5185,Lambic - Fruit,119,Brouwerij Oud Beersel,Notes:,6.5,4.2,28,42,6,4,29,102,0,81,12,15,8,828,Brouwerij Oud Beersel,4.122489959839357,4.160642570281125,4.293172690763052,4.104417670682731,4.184738955823293,2596
Oud Bruin,Oud Bruin,5399,Sour - Flanders Oud Bruin,123,Brouwerij Liefmans,Notes:,5.0,3.88,27,44,9,6,123,148,0,99,7,1,49,283,Brouwerij Liefmans,3.742857142857143,3.7285714285714286,3.7714285714285714,3.6285714285714286,3.7285714285714286,8268
Oude Geuze De Cam,Oude Geuze De Cam,5239,Lambic - Gueuze,120,De Cam Geuzestekerij,Notes:,5.5,4.33,63,55,9,11,62,229,1,115,38,10,19,2170,De Cam Geuzestekerij,4.3125,4.276785714285714,4.142857142857143,4.133928571428571,4.401785714285714,5599
Oude Gueuze,Oude Gueuze,5222,Lambic - Gueuze,120,Hanssens Artisanaal bvba,Notes:This is the result of blending different lambics of different ages. The second fermentation takes place inside the bottles and therefore they are stored for minimum six months in constant temperature kept cellars.	,6.0,4.29,44,34,15,8,77,197,3,117,17,9,23,636,Hanssens Artisanaal bvba,4.10655737704918,4.202185792349726,4.01912568306011,4.0969945355191255,4.255464480874317,1710
Oude Kriek,Oude Kriek,5187,Lambic - Fruit,119,Hanssens Artisanaal bvba,Notes:,6.0,4.16,30,34,9,0,36,157,0,91,6,5,8,636,Hanssens Artisanaal bvba,3.923228346456693,4.0137795275590555,3.905511811023622,3.8838582677165356,4.122047244094488,1709
Oude Lambiek De Cam,Oude Lambiek De Cam,5269,Lambic - Traditional,121,De Cam Geuzestekerij,Notes:,4.8,4.24,55,33,11,16,61,213,2,94,23,7,21,2170,De Cam Geuzestekerij,4.390625,4.328125,3.96875,4.1796875,4.3515625,8961
Out Of Bounds Stout,Out Of Bounds Stout,3814,Stout - American,88,Avery Brewing Company,Notes:,6.3,3.78,10,77,10,91,50,7,0,9,65,11,111,30,Avery Brewing Company,3.798780487804878,3.8140243902439024,3.9898373983739837,3.701219512195122,3.785569105691057,1830
Outlaw McCaw,Outlaw McCaw,4827,Wheat Beer - American Dark,110,Freetail Brewing Company,Notes:,6.6,3.66,5,11,4,3,22,6,1,5,4,3,34,18823,Freetail Brewing Company,3.875,3.375,4.0,3.5,3.875,61863
Outta Kilter,Outta Kilter,4499,Scotch Ale / Wee Heavy,102,Hoppin' Frog Brewery,Notes:,8.2,3.76,7,59,43,35,137,47,0,76,50,15,128,14879,Hoppin' Frog Brewery,3.7246376811594204,3.7246376811594204,3.753623188405797,3.8550724637681157,3.753623188405797,47694
Over Ale,Over Ale,350,Brown Ale - American,9,Half Acre Beer Company,"Notes:Originally brewed as an ESB, but is now brewed as an American Brown Ale.	",6.0,3.83,17,66,6,59,56,10,0,12,80,4,113,18006,Half Acre Beer Company,3.9752475247524752,3.6782178217821784,3.9405940594059405,3.8168316831683167,3.8613861386138613,48024
Overcast Espresso Stout,Overcast Espresso Stout,4098,Stout - Oatmeal,93,Oakshire Brewing,"Notes:Overcast skies inspired a dark and smooth oatmeal stout blended with cold brewed coffee, offering a full palate of roasted malts, chocolate and espresso.	",5.8,3.88,15,99,10,74,41,5,0,5,13,9,156,16068,Oakshire Brewing,3.84375,4.0,3.984375,3.734375,3.8671875,42965
Oxtoberfest,Oxtoberfest,1839,Farmhouse Ale - Bière de Garde,44,Oxbow Brewing Company,Notes:A farmhouse festbier featuring a malt body that is both dry and creamy with hints of smoke.	,5.5,3.84,7,19,5,7,16,15,0,10,14,31,38,26439,Oxbow Brewing Company,3.8333333333333335,3.8333333333333335,4.166666666666667,4.0,3.6666666666666665,74993
Oyster Stout,Oyster Stout,4017,Stout - Irish Dry,92,The Porterhouse Brewing Company,Notes:,5.2,3.72,17,84,14,51,68,6,14,12,39,10,107,2243,The Porterhouse Brewing Company,3.732142857142857,3.613095238095238,3.8035714285714284,3.6577380952380953,3.6666666666666665,5686
PENNdemonium,PENNdemonium,138,Bock - Maibock,4,Pennsylvania Brewing Company,Notes:,8.0,3.75,12,50,36,53,100,47,1,70,73,13,109,125,Pennsylvania Brewing Company,3.818840579710145,3.652173913043478,3.739130434782609,3.782608695652174,3.753623188405797,36925
Pabst Blue Ribbon (PBR),Pabst Blue Ribbon (PBR),2252,Lager - Adjunct,54,Pabst Brewing Company,"Notes:- Pabst Blue Ribbon is brewed in the finest traditions of an American Premium Lager dating back to 1844. Brewed with a combination of 2 & 6-row malted barley, select cereal grains and American and European hops, Pabst Blue Ribbon is fermented with a proprietary lager yeast. Our unique fermentation and maturation process results in a smooth, full bodied beer with a clean, crisp finish with a fine noble hop aroma.- ABV% 4.74- Calories 144	",4.74,2.94,13,19,6,8,16,10,1,9,15,1,23,447,Pabst Brewing Company,3.6123287671232878,2.6815068493150687,2.9013698630136986,3.006164383561644,3.1013698630136988,1331
Pabst Blue Ribbon Light,Pabst Blue Ribbon Light,2697,Lager - Light,62,Pabst Brewing Company,Notes:,4.19,2.48,18,16,6,10,21,11,0,15,16,0,26,447,Pabst Brewing Company,3.23,2.61,2.79,2.81,2.78,2195
Palm / Palm Speciale,Palm / Palm Speciale,2056,Pale Ale - Belgian,49,Brouwerij Palm NV,Notes:ABV 5.1 to 5.4%	,5.4,3.33,8,34,23,37,73,49,0,63,64,21,88,889,Brouwerij Palm NV,3.5106382978723403,3.2047872340425534,3.675531914893617,3.4281914893617023,3.3404255319148937,2823
Pan Galactic Gargle Blaster,Pan Galactic Gargle Blaster,1337,IPA - Belgian,33,Short's Brewing Company,"Notes:Pan Galactic Gargle Blaster is a Belgian-style Double IPA brewed with Australian Galaxy hops. The nose is an impressive dank blend of citrus aromas reminiscent of guava and lemons, very green and fresh with subtle Belgian yeast esters. An intense clean bitterness dominates the flavor profile with little malt character to compete with. A slight, fruity yeast sweetness is noticeable in the finish alongside a resounding bitterness.	",10.2,4.11,20,32,25,86,63,85,0,130,108,29,40,9629,Short's Brewing Company,3.75,4.0,4.0,4.0,4.0,76287
Pandora's Bock,Pandora's Bock,160,Bock - Traditional,5,Breckenridge Brewery,Notes:,7.5,3.45,11,41,22,20,88,25,0,39,31,13,100,2137,Breckenridge Brewery,3.365740740740741,3.259259259259259,3.5462962962962963,3.3703703703703702,3.2962962962962963,3835
Pannepot,Pannepot,4359,Quadrupel (Quad),100,De Struise Brouwers,"Notes:Old Fisherman's Ale is a dark ale brewed with spices. Pannepot is a term that describes the Fishing Boats from the village of De Panne. Brewed and bottled on the Deca Brewery in Woesten-Vleteren.EBC:99, IBU:27, OG:1100, FG:1025, ABV:10%Hops: Bramling Cross, Hallaertau MF	",10.0,4.35,19,56,39,20,99,39,1,67,20,40,62,15237,De Struise Brouwers,4.269465648854962,4.290839694656489,4.254961832061069,4.312977099236641,4.417557251908397,34306
Pannepot Reserva,Pannepot Reserva,4366,Quadrupel (Quad),100,De Struise Brouwers,Notes:,10.0,4.32,13,59,35,21,108,30,0,84,7,16,73,15237,De Struise Brouwers,4.24031007751938,4.160852713178294,4.079457364341085,4.228682170542636,4.35077519379845,34312
Parabola,Parabola,4103,Stout - Russian Imperial,94,Firestone Walker Brewing Co.,"Notes:This Russian imperial oatmeal stout is aged for a full year in a blend of bourbon barrels from Elijah Craig, Four Roses, Pappy Van Winkle, Woodford Reserve, and Buﬀalo Trace.	",13.0,4.65,7,74,66,33,62,6,0,18,11,20,105,2210,Firestone Walker Brewing Co.,4.421848739495799,4.389075630252101,4.288235294117647,4.3957983193277315,4.545378151260504,41815
Paracelsus Zwickl,Paracelsus Zwickl,2631,Lager - Kellerbier / Zwickelbier,61,Stieglbrauerei zu Salzburg GmbH,Notes:,5.0,4.03,34,54,9,44,65,61,1,68,61,10,100,817,Stieglbrauerei zu Salzburg GmbH,4.023809523809524,3.7142857142857144,3.9285714285714284,3.9523809523809526,3.9761904761904763,43145
Pater Lieven Blond,Pater Lieven Blond,1750,Blonde Ale - Belgian,42,Brouwerij Van den Bossche,Notes:,6.5,3.71,10,18,4,13,27,21,0,21,20,8,16,893,Brouwerij Van den Bossche,3.5,3.3125,3.6875,3.4375,3.5625,2836
Patty's Chile Beer,Patty's Chile Beer,3219,Chile Beer,75,Wynkoop Brewing Company,Notes:A light German-style beer made with Anaheim chiles and smoked Ancho peppers. A 2006 Great American Beer Festival Bronze Medal Winner in the Fruit and Vegetable Beer category anda Wynkoop specialty.	,4.2,3.5,13,33,24,9,16,5,1,5,9,136,30,986,Wynkoop Brewing Company,3.3333333333333335,3.611111111111111,3.5555555555555554,3.3333333333333335,3.4722222222222223,5143
Payback Porter,Payback Porter,3111,Porter - Robust,72,Speakeasy Ales & Lagers,"Notes:American hops provide a smooth distraction for Payback Porter’s robust strength, which is concealed within the shadows of dark imported malts. Brewed with English chocolate malts and rolled oats, this Robust Porter pours a deep chocolate brown and is rich in roasted malt aromas and coffee flavors. With notes of espresso, baker’s cocoa, and sweet, toasted maltiness, Payback finishes with a creamy mouthfeel.	",7.5,3.93,8,114,13,111,72,12,0,17,68,14,170,559,Speakeasy Ales & Lagers,3.8684210526315788,3.8771929824561404,4.043859649122807,3.824561403508772,3.982456140350877,54913
Pecan Pie Porter,Pecan Pie Porter,3097,Porter - Imperial,71,Clown Shoes,Notes:,8.0,3.79,13,88,12,41,93,13,2,23,20,15,189,22951,Clown Shoes,3.5982142857142856,3.9732142857142856,3.919642857142857,3.6964285714285716,3.6875,63425
Pecker Wrecker,Pecker Wrecker,2871,Pilsner - Imperial,66,Rahr & Sons Brewing Company,Notes:,7.0,3.5,16,48,24,87,63,26,7,28,118,8,103,9969,Rahr & Sons Brewing Company,3.477272727272727,3.3863636363636362,3.8181818181818183,3.659090909090909,3.477272727272727,25846
Peculiar,Peculiar,4690,Strong Ale - English,106,Granite Brewery & Restaurant,"Notes:A strong English ale, not too hoppy and reddish brown in colour. It is a dark, malty brew, full in taste with a sweet dry finish.	",5.6,3.77,11,60,17,40,81,30,1,34,45,19,97,816,Granite Brewery & Restaurant,3.8333333333333335,3.6666666666666665,3.880952380952381,3.857142857142857,3.9523809523809526,7976
Pemaquid Oyster Stout,Pemaquid Oyster Stout,3939,Stout - English,90,Marshall Wharf Brewing Company / Three Tides Restaurant,"Notes:Brewed every year for the Pemaquid Oyster Festival in Damariscotta, this riich, chocolatey brew benefits from having ten dozen live oysters involved in the beer....mmmm oysters.	",6.1,4.14,5,45,1,25,34,0,6,1,14,8,67,16842,Marshall Wharf Brewing Company / Three Tides Restaurant,4.125,4.0,4.375,4.5,4.375,50959
Penn Dark,Penn Dark,859,Lager - Munich Dunkel,22,Pennsylvania Brewing Company,"Notes:Munich and various roasted malts give it a very malty, rich flavor with a hint of burnt flavor. 100% imported Hallertau hops, moderate bitterness and aroma.	",5.0,3.89,17,45,11,39,55,5,0,9,38,7,121,125,Pennsylvania Brewing Company,4.037037037037037,3.7016460905349793,3.888888888888889,3.8106995884773665,3.9012345679012346,383
Penn Gold,Penn Gold,2526,Lager - Helles,59,Pennsylvania Brewing Company,"Notes:Nationally acclaimed as the best Munich-style beer made in America. Penn Gold is a light-colored, medium bodied lager beer with a delicate hop aroma.	",4.5,3.8,35,40,9,49,43,26,3,26,74,9,80,125,Pennsylvania Brewing Company,4.1068376068376065,3.58974358974359,3.6965811965811968,3.8034188034188032,3.8034188034188032,384
Penn Pilsner,Penn Pilsner,1009,Lager - Vienna,25,Pennsylvania Brewing Company,"Notes:Our flagship brand! An amber Vienna-style lager beer that is smooth, mellow and full bodied, with delicate hop aroma. Uses two-row barley malt and caramel-roasted malt. Based on founder Tom Pastorius' favorite German bier.	",5.0,3.64,25,37,4,31,39,9,0,10,45,2,88,125,Pennsylvania Brewing Company,3.8066666666666666,3.471111111111111,3.66,3.688888888888889,3.66,385
Penn Quarter Porter,Penn Quarter Porter,2947,Porter - American,68,DC Brau Brewing Co.,"Notes:Penn Quarter Porter is our first in a line of draft-only limited-release beer, and it's a robust porter! In the way that The Public is on the line between a pale ale and an IPA, this is on the line between a porter and a stout - with chocolate notes and a dry, roasted finish.	",5.5,3.89,13,103,14,81,57,9,0,9,44,11,130,25327,DC Brau Brewing Co.,4.194444444444445,4.083333333333333,4.305555555555555,4.222222222222222,4.055555555555555,68978
Penn Weizen,Penn Weizen,4995,Wheat Beer - Hefeweizen,113,Pennsylvania Brewing Company,"Notes:Authentic wheat beer, brewed in the Southern German tradition, won the Silver Medal in 1997 and the Gold Medal at the 2000 in Denver, Colorado. Penn Weizen is top-fermented, cask-conditioned, and very effervescent with a slight hint of tangy clove flavor.	",5.0,3.88,21,49,13,14,27,42,0,74,19,55,45,125,Pennsylvania Brewing Company,4.047511312217194,3.8891402714932126,3.830316742081448,3.830316742081448,3.932126696832579,382
Pentagram,Pentagram,5529,Wild Ale,126,Surly Brewing Company,"Notes:This Arcane Seal guards an enigmatic brew that is FUNKY, DARK, and SOUR. If you choose to break the seal, YOU HAVE BEEN WARNED!100% Brettanomyces Dark beer fermented in stainless and aged in red wine barrels. ""Brett"" is a unique yeast strain that produces flavors that would be considered offensive if they were not intentional. Flavors of sour cherry, tobacco, oak, and classic ""Brett"" barnyard funk balanced by dark Munich malt chewiness. Enjoy immediately or age at cellar temperature for a couple years.	",6.66,4.17,20,25,10,2,32,149,1,69,3,16,20,13014,Surly Brewing Company,4.3076923076923075,4.269230769230769,3.8461538461538463,4.153846153846154,4.423076923076923,65811
Perdition,Perdition,1808,Farmhouse Ale - Bière de Garde,44,Russian River Brewing Company,Notes:,6.1,3.97,23,33,16,20,56,62,0,54,43,20,58,863,Russian River Brewing Company,4.12280701754386,3.9035087719298245,4.055555555555555,4.04093567251462,4.064327485380117,17442
Peroni Nastro Azzurro,Peroni Nastro Azzurro,2404,Lager - European Pale,57,Birra Peroni Industriale S.p.A.,Notes:,5.1,2.81,15,19,4,13,36,16,1,15,20,6,48,258,Birra Peroni Industriale S.p.A.,2.980392156862745,2.5833333333333335,2.8063725490196076,2.8651960784313726,2.77859477124183,1790
Persimmon Lambic,Persimmon Lambic,5200,Lambic - Fruit,119,Upland Brewing Company,Notes:,6.95,4.28,54,28,5,10,69,233,0,117,4,3,12,1170,Upland Brewing Company,4.284313725490196,4.117647058823529,3.9215686274509802,4.068627450980392,4.245098039215686,57992
Phin & Matt's Extraordinary Ale,Phin & Matt's Extraordinary Ale,2035,Pale Ale - American,48,Southern Tier Brewing Company,Notes:,5.2,3.55,15,41,6,60,24,37,3,37,87,5,70,3818,Southern Tier Brewing Company,3.7708703374777977,3.5666074600355238,3.5879218472468914,3.5746003552397867,3.5763765541740673,20536
Pig's Ear Brown Ale,Pig's Ear Brown Ale,423,Brown Ale - English,11,Woodstock Inn Brewery,Notes:Medium bodied with a balance of roasted and crystal malts creating a hearty nutty flavor. Medium bitterness with a slightly sweet finish.25 IBU	,4.3,3.58,12,55,12,46,66,13,0,10,53,4,130,1251,Woodstock Inn Brewery,3.743362831858407,3.517699115044248,3.6991150442477876,3.517699115044248,3.601769911504425,4960
Pigs Ass Porter,Pigs Ass Porter,3049,Porter - English,70,Harvest Moon Brewery,"Notes:First brewed by Harvest Moon in 1997, this beer is a multiple award-winning dark ale brewed in the Burton, England style owing to the similarity of water chemistry in Belt compared to this classic porter producing area in England. Plenty of body without a sharp bite, this ale is brewed with pale, caramel, chocolate and black malts to create a creamy, smooth, roasted, slightly chocolate tasting ale with a touch of hops in the finish. This ale can be enjoyed in every season and is best when served cool, not cold. And why the name? While drinking this new brew one evening back in 1997, the local hog farmer showed up to collect our spent mash and we that what could be better for fattening pigs?	",5.7,3.83,7,88,8,29,60,5,0,4,17,14,105,7121,Harvest Moon Brewery,4.0,3.8214285714285716,4.053571428571429,3.875,4.107142857142857,13376
Pikeland Pils,Pikeland Pils,2816,Pilsner - German,65,Sly Fox Brewing Company,Notes:OG 11 ºP / 44 IBUs	,4.9,3.82,38,21,3,58,26,14,3,15,80,10,53,10397,Sly Fox Brewing Company,4.139937106918239,3.709119496855346,3.897798742138365,3.841194968553459,3.9040880503144653,30453
Pile O' Dirt Porter,Pile O' Dirt Porter,3116,Porter - Robust,72,Crow Peak Brewing,"Notes:This robust porter is black in color, is medium-bodied and has a rich, roasted malt flavor ending with a pleasing hop flavor and mild hop bitterness.	",6.0,3.75,16,77,4,87,50,2,0,6,61,18,126,15943,Crow Peak Brewing,3.7222222222222223,3.8333333333333335,3.9074074074074074,3.740740740740741,3.6481481481481484,61275
Pils,Pils,2800,Pilsner - Bohemian / Czech,64,Heater Allen Brewing,"Notes:Formerly known as ""Pale Lager Beer""This is our take on the renowned Bohemian-style pale lager that you might find in Bavaria or the Czech Republic. When coming up with the recipe for Pils owner/brewmaster, Rick, brewed 17 batches of this beer to make it perfect. The recipe is based on the traditional and beloved Pilsner Urquell, which is why we have chosen not to filter our beer and why our lagering time is as long as it is--from brewday to when we can or keg Pils it is at least eight weeks. Our Pilsner is a little more golden, rounder, and a little more malt driven than many other versions. The beer possesses strong hop character that is balanced by its rich, round, malty palate. Refreshing and balanced.1.012 BG, 38 IBU, 3.8 SRM	",5.0,4.18,38,32,10,57,19,17,4,10,95,14,82,16378,Heater Allen Brewing,4.305555555555555,3.7777777777777777,3.8333333333333335,3.861111111111111,3.9722222222222223,40061
Pious Monk Dunkel,Pious Monk Dunkel,866,Lager - Munich Dunkel,22,Church Brew Works,Notes:,4.3,3.61,22,55,7,28,91,23,0,48,31,10,121,603,Church Brew Works,3.7329545454545454,3.4943181818181817,3.590909090909091,3.5738636363636362,3.6079545454545454,1594
Pipeline Porter,Pipeline Porter,2916,Porter - American,68,Kona Brewing Co.,Notes:,5.3,3.82,5,61,6,80,28,1,0,9,13,3,119,579,Kona Brewing Co.,3.8684668989547037,3.8257839721254356,3.7900696864111496,3.632404181184669,3.846689895470383,33183
Pitch Black IPA,Pitch Black IPA,1361,IPA - Black / Cascadian Dark Ale,34,Widmer Brothers Brewing Company,"Notes:Originally brewed as a 2010 one-time release called W'10, now a seasonal called simply 'Pitch Black IPA'availability: January - Aprilbitterness: 65 IBUalcohol by volume: 6.5%original gravity: 16° PLATOMalts:Two Row Pale, Caramel 10 L, Special Roast, Carafa Special IIHops:Bittering: AlchemyAroma: Alchemy, CascadesDry Hop: Cascade T-45	",6.5,3.82,11,45,12,84,29,18,0,15,93,8,73,8,Widmer Brothers Brewing Company,3.8453815261044175,3.7610441767068274,3.965863453815261,3.7610441767068274,3.8072289156626504,54262
Pitchfork Rebellious Bitter,Pitchfork Rebellious Bitter,1637,Bitter - English,40,RCH Brewery,Notes:The name comes from the Pitchfork rebellion of 1685 the last battle to be fought on English soil of the Civil War.A golden bitter with floral citric hop aroma. It has a hoppy predominate taste which is slightly sweet and fruity and leaves you wanting more.	,4.3,3.74,34,49,13,88,41,59,2,60,112,12,64,748,RCH Brewery,3.889830508474576,3.4237288135593222,3.9491525423728815,3.6271186440677967,3.711864406779661,4059
Plain Porter,Plain Porter,4035,Stout - Irish Dry,92,The Porterhouse Brewing Company,Notes:,5.0,3.8,23,78,8,56,42,10,0,9,35,8,98,2243,The Porterhouse Brewing Company,3.9310344827586206,3.5689655172413794,4.068965517241379,3.7586206896551726,3.896551724137931,5682
Plank Bavarian Dunkler Weizenbock,Plank Bavarian Dunkler Weizenbock,216,Bock - Weizenbock,6,Brauerei Michael Plank,Notes:,7.5,3.93,28,90,44,33,123,49,0,95,24,38,178,5943,Brauerei Michael Plank,3.86875,3.925,4.08125,3.75625,3.9375,36170
Plank Bavarian Heller Weizenbock,Plank Bavarian Heller Weizenbock,215,Bock - Weizenbock,6,Brauerei Michael Plank,Notes:Original Gravity 18.9 PlatoBitterness (IBU) 15Color: 17 EBCAwarded with7 WORLD BEER CUP MEDALS.	,7.5,3.93,23,64,37,21,88,42,0,99,43,34,118,5943,Brauerei Michael Plank,4.023809523809524,3.892857142857143,4.101190476190476,3.9464285714285716,4.035714285714286,36326
Plead The 5th Imperial Stout,Plead The 5th Imperial Stout,4109,Stout - Russian Imperial,94,Dark Horse Brewing Company,"Notes:2010 and pre: white label2011: white label OR black label with black no logo cap2012: black label with logo cap2013: black label with logo cap, ABV of 11% in the top right corner and new government warning2014 - white label with black logo cap, ABV of 11% in the top right corner, government warning on bottom right side of label	",11.0,4.32,2,75,28,54,71,10,0,19,18,8,112,1471,Dark Horse Brewing Company,4.113412228796844,4.150887573964497,4.119329388560158,4.171597633136095,4.217948717948718,45073
Pleasantville Smoked Porter,Pleasantville Smoked Porter,3156,Porter - Smoked,73,Captain Lawrence Brewing Co.,Notes:,6.4,4.03,2,79,11,45,72,13,1,25,27,105,81,12959,Captain Lawrence Brewing Co.,4.136363636363637,3.9696969696969697,4.106060606060606,4.075757575757576,4.1313131313131315,28296
Pliny The Elder,Pliny The Elder,1502,IPA - Imperial,37,Russian River Brewing Company,"Notes:Pliny the Elder is brewed with Amarillo, Centennial, CTZ, and Simcoe hops. It is well-balanced with malt, hops, and alcohol, slightly bitter with a fresh hop aroma of floral, citrus, and pine. Best enjoyed FRESH! That is why we make it in such limited supply. Actual bottling date is printed on each bottle!	",8.0,4.69,26,29,9,58,51,49,0,80,85,1,32,863,Russian River Brewing Company,4.590027700831025,4.61218836565097,4.388603086664029,4.451325682627622,4.630985358132173,7971
Pliny The Younger,Pliny The Younger,1528,IPA - Imperial,37,Russian River Brewing Company,"Notes:Pliny the Younger, the man, was Pliny the Elder’s nephew and adopted son. They lived nearly 2,000 years ago! Pliny the Elder is our Double IPA, so we felt it was fitting to name our Triple IPA after his son. It is almost a true Triple IPA with triple the amount of hops as a regular I.P.A. That said, it is extremely difficult, time and space consuming, and very expensive to make. And that is why we don’t make it more often! This beer is very full-bodied with tons of hop character in the nose and throughout. It is also deceptively well-balanced and smooth.	",10.25,4.75,23,46,14,73,29,40,0,49,106,4,19,863,Russian River Brewing Company,4.6,4.723770491803279,4.482786885245901,4.612295081967213,4.724590163934426,21690
Point Classic Amber,Point Classic Amber,721,Lager - American Amber / Red,19,Stevens Point Brewery,Notes:Point Classic Amber is a multi-award winning amber-style lager. It boasts a recipe of the highest quality natural ingredients. Roasted caramel malts gives the beer its subtle caramel character and reddish-amber hue. American Tettnanger hops provide a soft sweetness and gentle hop aroma. The result is a distinctive flavorful beer that is remarkably smooth and clean.	,4.9,3.28,22,39,5,42,70,12,0,14,71,11,102,786,Stevens Point Brewery,3.4038461538461537,3.0625,3.418269230769231,3.1826923076923075,3.1538461538461537,3921
Poor Richard's Tavern Spruce Ale,Poor Richard's Tavern Spruce Ale,3463,Herb and Spice Beer,80,Yards Brewing Co.,"Notes:Based on Franklin’s original recipe, which called for barley, molasses, and essence of spruce, our Tavern Spruce is as approachable and engaging as was the man himself. We source blue spruce clippings from a local organic farmer, steeping them in the kettle to create this one-of-a-kind deep amber ale.	",5.0,3.62,7,24,11,24,37,3,1,16,86,12,62,450,Yards Brewing Co.,3.5503355704697985,3.704697986577181,3.8187919463087248,3.5604026845637584,3.6879194630872485,26892
Porter,Porter,2931,Porter - American,68,Southern Tier Brewing Company,Notes:,5.5,3.7,4,81,10,60,50,12,0,6,37,4,109,3818,Southern Tier Brewing Company,3.7868649318463445,3.7100371747211898,3.815985130111524,3.68091697645601,3.77819083023544,10433
"Porter, Smoked","Porter, Smoked",3193,Porter - Smoked,73,COAST Brewing Company,"Notes:We took a classic Ameican Porter and brewed it with 40% Briess cherry wood smoked malt. Lower in alcohol to allow the maltiness through. Black in color, medium body, soft hops and intensely smoky.	",5.8,4.13,12,93,9,35,48,3,0,7,17,101,102,16354,COAST Brewing Company,4.075,4.25,4.4,4.1,4.225,54235
Porterhouse Red,Porterhouse Red,2224,Red Ale - Irish,52,The Porterhouse Brewing Company,Notes:,4.4,3.68,35,62,10,53,100,29,0,28,60,9,149,2243,The Porterhouse Brewing Company,3.6770833333333335,3.4479166666666665,3.9479166666666665,3.46875,3.6041666666666665,5684
Porteris,Porteris,2984,Porter - Baltic,69,Aldaris,Notes:,6.8,3.76,11,87,24,37,97,18,2,35,26,8,110,1382,Aldaris,3.6956521739130435,3.7028985507246377,3.967391304347826,3.8550724637681157,3.760869565217391,5975
Portsmouth Black Cat Stout,Portsmouth Black Cat Stout,4031,Stout - Irish Dry,92,Portsmouth Brewery,"Notes:Yes, Arthur, there is another stout. Our Irish-style ""dry"" stout is brewed with four different malts, roasted barley and Chinook hops. It is big, bold, smooth & tasty, and we think it's the best thing on either side of St. James Gate.	",5.5,4.04,30,128,8,68,58,7,0,8,29,12,104,596,Portsmouth Brewery,4.152631578947369,3.9842105263157896,4.089473684210526,3.931578947368421,4.089473684210526,2669
Portsmouth Dunkelweizen,Portsmouth Dunkelweizen,4950,Wheat Beer - Dunkelweizen,112,Portsmouth Brewery,Notes:This dark wheat ale has a touch of roastiness & a crisp refreshing character with a medium body.	,6.0,3.75,14,45,8,12,34,15,1,40,5,57,55,596,Portsmouth Brewery,3.75,3.8333333333333335,3.8333333333333335,3.75,3.625,6049
Portsmouth Flanders Red - Maude,Portsmouth Flanders Red - Maude,5456,Sour - Flanders Red Ale,124,Portsmouth Brewery,"Notes:This Flemish style soured mash, medium-bodied red ale is lactic, tart and delicious. It is traditionally blended with at least year old gueuze and fruits.	",4.5,3.6,42,26,8,3,57,162,1,72,5,2,21,596,Portsmouth Brewery,3.62,3.54,3.61,3.73,3.58,47593
Portsmouth Weizenbock,Portsmouth Weizenbock,247,Bock - Weizenbock,6,Portsmouth Brewery,Notes:A dark wheat bock beer. The addition of NH maple syrup in the fermenting beer creates a complexity unknown in most beers.	,7.0,3.79,12,42,44,19,100,39,0,68,25,38,78,596,Portsmouth Brewery,3.85,3.925,4.05,3.875,3.925,21723
Portsmouth Winter Weizen,Portsmouth Winter Weizen,4941,Wheat Beer - Dunkelweizen,112,Portsmouth Brewery,"Notes:This hefeweizen is brewed with a bit more wheat malt & hops to create a well balanced, robust winter ale.	",6.0,4.12,20,46,16,17,60,51,0,85,17,71,70,596,Portsmouth Brewery,4.270833333333333,4.145833333333333,4.041666666666667,4.020833333333333,4.25,21329
Posca Rustica,Posca Rustica,3358,Gruit / Ancient Herbed Ale,78,Brasserie Dupont sprl,Notes:,8.0,4.04,21,57,30,42,71,75,1,81,131,66,36,637,Brasserie Dupont sprl,4.013888888888889,3.9722222222222223,4.041666666666667,3.9722222222222223,4.069444444444445,73367
Post Road Pumpkin Ale,Post Road Pumpkin Ale,3658,Pumpkin Beer,84,Brooklyn Brewery,"Notes:Early American colonialists, seeking natural ingredients for brewing ales, turned to pumpkins, which were plentiful, flavorful and nutritious. Blended with barley malt, pumpkins became a commonly used beer ingredient. Post Road Pumpkin Ale brings back this tasty tradition. Hundreds of pounds of pumpkins are blended into the mash of each batch, creating a beer with an orange amber color, warm pumpkin aroma, biscuity malt center, and crisp finish.	",5.0,3.5,16,23,11,13,16,15,1,93,16,66,46,45,Brooklyn Brewery,3.572199730094467,3.720647773279352,3.7172739541160595,3.4244264507422404,3.5006747638326585,74
